Market,ST,MSA,CC Rate,SF/Cap,Med HHI,Sup Gr%,SF Dev,Tax,Crime,Ind Basis,Exit CO,Exit Stab,Yld/Basis,Sc:Rate,Sc:Sat,Sc:HHI,Sc:Grw,Sc:Tax,Sc:Crm,Sc:Bas,Sc:Exit,Score,Rank,Tier
"Amboy, WA",WA,"Portland-Vancouver-Hillsboro, OR-WA",,,105039,,,0.0259,4000,145,138,197,,,,0.606,,0.22599999999999998,0.20499999999999996,0.31899999999999995,0.498,,,
"Westport, MA",MA,"Providence-Warwick, RI-MA",2.88,5.49,103102,,,0.0334,2000,130,210,300,0.26584615384615384,0.971,0.673,0.585,,0.09699999999999998,0.896,0.44199999999999995,0.85,,,
"Newport, RI",RI,"Providence-Warwick, RI-MA",2.87,7.97,98776,,,0.0334,2000,130,210,300,0.26492307692307693,0.97,0.373,0.532,,0.09699999999999998,0.896,0.44199999999999995,0.85,,,
"Rehoboth, MA",MA,"Providence-Warwick, RI-MA",2.62,2.88,130150,,,0.0334,2000,130,210,300,0.24184615384615385,0.947,0.9299999999999999,0.836,,0.09699999999999998,0.896,0.44199999999999995,0.85,,,
"Westerly, RI",RI,"Providence-Warwick, RI-MA",2.53,5.31,99711,0.5078,102738,0.0334,2000,130,210,300,0.23353846153846153,0.937,0.6950000000000001,0.546,0.049000000000000044,0.09699999999999998,0.896,0.44199999999999995,0.85,0.62655,427,A
"Bradford, RI",RI,"Providence-Warwick, RI-MA",2.4,5.59,98521,0.8927,141573,0.0334,2000,130,210,300,0.22153846153846152,0.919,0.6579999999999999,0.53,0.02200000000000002,0.09699999999999998,0.896,0.44199999999999995,0.85,0.6134000000000001,506,A
"South Kingstown, RI",RI,"Providence-Warwick, RI-MA",2.33,4.72,105316,,,0.0334,2000,130,210,300,0.21507692307692308,0.905,0.771,0.609,,0.09699999999999998,0.896,0.44199999999999995,0.85,,,
"Narragansett, RI",RI,"Providence-Warwick, RI-MA",2.21,6.09,106065,,,0.0334,2000,130,210,300,0.204,0.89,0.5920000000000001,0.618,,0.09699999999999998,0.896,0.44199999999999995,0.85,,,
"Kingston, RI",RI,"Providence-Warwick, RI-MA",2.14,5.7,113334,,,0.0334,2000,130,210,300,0.19753846153846152,0.877,0.644,0.696,,0.09699999999999998,0.896,0.44199999999999995,0.85,,,
"Carolina, RI",RI,"Providence-Warwick, RI-MA",2.08,5.92,113865,,,0.0334,2000,130,210,300,0.192,0.861,0.612,0.701,,0.09699999999999998,0.896,0.44199999999999995,0.85,,,
"Richmond, RI",RI,"Providence-Warwick, RI-MA",2.08,5.93,118104,,,0.0334,2000,130,210,300,0.192,0.861,0.61,0.739,,0.09699999999999998,0.896,0.44199999999999995,0.85,,,
"Hope Valley, RI",RI,"Providence-Warwick, RI-MA",2.08,7.84,105732,,,0.0334,2000,130,210,300,0.192,0.861,0.385,0.614,,0.09699999999999998,0.896,0.44199999999999995,0.85,,,
"Wyoming, RI",RI,"Providence-Warwick, RI-MA",2.08,6.85,111313,,,0.0334,2000,130,210,300,0.192,0.861,0.49,0.678,,0.09699999999999998,0.896,0.44199999999999995,0.85,,,
"Barrington, RI",RI,"Providence-Warwick, RI-MA",2.03,4.45,109505,,,0.0334,2000,130,210,300,0.18738461538461537,0.847,0.8009999999999999,0.657,,0.09699999999999998,0.896,0.44199999999999995,0.85,,,
"Bristol, RI",RI,"Providence-Warwick, RI-MA",1.94,3.07,106223,,,0.0334,2000,130,210,300,0.17907692307692308,0.821,0.919,0.619,,0.09699999999999998,0.896,0.44199999999999995,0.85,,,
"Portsmouth, RI",RI,"Providence-Warwick, RI-MA",1.92,4.78,124543,0.3371,57750,0.0334,2000,130,210,300,0.17723076923076922,0.812,0.763,0.788,0.10499999999999998,0.09699999999999998,0.896,0.44199999999999995,0.85,0.63005,401,A
"Ashaway, RI",RI,"Providence-Warwick, RI-MA",1.9,3.28,92822,1.0154,102738,0.0334,2000,130,210,300,0.17538461538461536,0.802,0.905,0.455,0.016000000000000014,0.09699999999999998,0.896,0.44199999999999995,0.85,0.63535,363,A
"Fall River, MA",MA,"Providence-Warwick, RI-MA",1.89,4.78,78026,,,0.0334,2000,130,210,300,0.17446153846153845,0.795,0.763,0.252,,0.09699999999999998,0.896,0.44199999999999995,0.85,,,
"Tiverton, RI",RI,"Providence-Warwick, RI-MA",1.84,7.47,80630,,,0.0334,2000,130,210,300,0.16984615384615387,0.778,0.42200000000000004,0.286,,0.09699999999999998,0.896,0.44199999999999995,0.85,,,
"Swansea, MA",MA,"Providence-Warwick, RI-MA",1.82,6.28,83584,,,0.0334,2000,130,210,300,0.168,0.768,0.565,0.331,,0.09699999999999998,0.896,0.44199999999999995,0.85,,,
"Woonsocket, RI",RI,"Providence-Warwick, RI-MA",1.78,3.06,95439,0.4452,128529,0.0334,2000,130,210,300,0.1643076923076923,0.751,0.92,0.487,0.06299999999999994,0.09699999999999998,0.896,0.44199999999999995,0.85,0.6321000000000001,385,A
"North Kingstown, RI",RI,"Providence-Warwick, RI-MA",1.75,9.49,122886,,,0.0334,2000,130,210,300,0.16153846153846155,0.734,0.252,0.775,,0.09699999999999998,0.896,0.44199999999999995,0.85,,,
"Warwick, RI",RI,"Providence-Warwick, RI-MA",1.72,7.21,95157,0.0736,82530,0.0334,2000,130,210,300,0.15876923076923077,0.718,0.44499999999999995,0.483,0.605,0.09699999999999998,0.896,0.44199999999999995,0.85,0.5573999999999999,876,B
"Seekonk, MA",MA,"Providence-Warwick, RI-MA",1.71,3.28,92905,0.1376,99516,0.0334,2000,130,210,300,0.15784615384615383,0.709,0.905,0.456,0.356,0.09699999999999998,0.896,0.44199999999999995,0.85,0.6338000000000001,376,A
"Central Falls, RI",RI,"Providence-Warwick, RI-MA",1.71,4.83,88183,0.1604,217058,0.0334,2000,130,210,300,0.15784615384615383,0.709,0.759,0.389,0.30600000000000005,0.09699999999999998,0.896,0.44199999999999995,0.85,0.59875,598,B
"Pawtucket, RI",RI,"Providence-Warwick, RI-MA",1.7,4.3,85019,0.1475,201308,0.0334,2000,130,210,300,0.15692307692307692,0.705,0.819,0.348,0.33399999999999996,0.09699999999999998,0.896,0.44199999999999995,0.85,0.6093000000000001,537,A
"Norton, MA",MA,"Providence-Warwick, RI-MA",1.69,4.74,128480,0.2223,68542,0.0334,2000,130,210,300,0.156,0.699,0.768,0.821,0.20799999999999996,0.09699999999999998,0.896,0.44199999999999995,0.85,0.61525,495,A
"Somerset, MA",MA,"Providence-Warwick, RI-MA",1.66,5.11,98798,,,0.0334,2000,130,210,300,0.15323076923076923,0.681,0.724,0.533,,0.09699999999999998,0.896,0.44199999999999995,0.85,,,
"Mansfield, MA",MA,"Providence-Warwick, RI-MA",1.63,6.52,137731,0.0373,17917,0.0334,2000,130,210,300,0.15046153846153845,0.661,0.532,0.875,0.798,0.09699999999999998,0.896,0.44199999999999995,0.85,0.59265,649,B
"West Warwick, RI",RI,"Providence-Warwick, RI-MA",1.62,8.6,102906,0.1144,120226,0.0334,2000,130,210,300,0.14953846153846154,0.654,0.31699999999999995,0.583,0.43500000000000005,0.09699999999999998,0.896,0.44199999999999995,0.85,0.5155,1206,C
"Cumberland, RI",RI,"Providence-Warwick, RI-MA",1.57,4.5,102266,0.3132,144279,0.0334,2000,130,210,300,0.14492307692307693,0.623,0.7969999999999999,0.579,0.12,0.09699999999999998,0.896,0.44199999999999995,0.85,0.58935,661,B
"Exeter, RI",RI,"Providence-Warwick, RI-MA",1.57,6.61,129149,,,0.0334,2000,130,210,300,0.14492307692307693,0.623,0.521,0.828,,0.09699999999999998,0.896,0.44199999999999995,0.85,,,
"Lincoln, RI",RI,"Providence-Warwick, RI-MA",1.57,4.32,100021,0.3418,162897,0.0334,2000,130,210,300,0.14492307692307693,0.623,0.8160000000000001,0.55,0.10299999999999998,0.09699999999999998,0.896,0.44199999999999995,0.85,0.5908500000000001,655,B
"North Smithfield, RI",RI,"Providence-Warwick, RI-MA",1.56,3.16,90444,0.479,128529,0.0334,2000,130,210,300,0.144,0.615,0.914,0.424,0.05500000000000005,0.09699999999999998,0.896,0.44199999999999995,0.85,0.60015,589,A
"Smithfield, RI",RI,"Providence-Warwick, RI-MA",1.56,5.43,112067,0.1857,45900,0.0334,2000,130,210,300,0.144,0.615,0.6799999999999999,0.683,0.263,0.09699999999999998,0.896,0.44199999999999995,0.85,0.5767,744,B
"East Providence, RI",RI,"Providence-Warwick, RI-MA",1.5,4.98,80118,0.1779,352900,0.0334,2000,130,210,300,0.13846153846153847,0.563,0.739,0.28,0.274,0.09699999999999998,0.896,0.44199999999999995,0.85,0.5585,867,B
"Providence, RI",RI,"Providence-Warwick, RI-MA",1.5,4.92,80133,0.1849,399767,0.0334,2000,130,210,300,0.13846153846153847,0.563,0.745,0.281,0.265,0.09699999999999998,0.896,0.44199999999999995,0.85,0.5592999999999999,863,B
"Easton, MA",MA,"Providence-Warwick, RI-MA",1.37,5.35,104096,0.0774,52642,0.0334,2000,130,210,300,0.12646153846153846,0.443,0.6910000000000001,0.598,0.587,0.09699999999999998,0.896,0.44199999999999995,0.85,0.55645,882,B
"Cranston, RI",RI,"Providence-Warwick, RI-MA",1.34,5.59,84002,0.18,351489,0.0334,2000,130,210,300,0.12369230769230771,0.407,0.6579999999999999,0.336,0.274,0.09699999999999998,0.896,0.44199999999999995,0.85,0.5139,1226,C
"North Providence, RI",RI,"Providence-Warwick, RI-MA",1.34,5.22,81671,0.2182,399767,0.0334,2000,130,210,300,0.12369230769230771,0.407,0.708,0.3,0.21299999999999997,0.09699999999999998,0.896,0.44199999999999995,0.85,0.51905,1176,C
"Acushnet, MA",MA,"Providence-Warwick, RI-MA",1.33,8.8,71783,0.057,64960,0.0334,2000,130,210,300,0.12276923076923077,0.396,0.30100000000000005,0.17,0.6890000000000001,0.09699999999999998,0.896,0.44199999999999995,0.85,0.45275,1653,D
"Dartmouth, MA",MA,"Providence-Warwick, RI-MA",1.32,7.73,72818,,,0.0334,2000,130,210,300,0.12184615384615384,0.383,0.396,0.183,,0.09699999999999998,0.896,0.44199999999999995,0.85,,,
"New Bedford, MA",MA,"Providence-Warwick, RI-MA",1.32,7.52,72460,0.0616,64960,0.0334,2000,130,210,300,0.12184615384615384,0.383,0.41800000000000004,0.179,0.6639999999999999,0.09699999999999998,0.896,0.44199999999999995,0.85,0.47275000000000006,1543,C
"Fairhaven, MA",MA,"Providence-Warwick, RI-MA",1.27,7.47,72015,0.0641,64960,0.0334,2000,130,210,300,0.11723076923076924,0.334,0.42200000000000004,0.173,0.65,0.09699999999999998,0.896,0.44199999999999995,0.85,0.46275,1605,C
"Johnston, RI",RI,"Providence-Warwick, RI-MA",1.27,4.3,85061,0.3063,369839,0.0334,2000,130,210,300,0.11723076923076924,0.334,0.819,0.349,0.128,0.09699999999999998,0.896,0.44199999999999995,0.85,0.52485,1135,C
"Raynham Center, MA",MA,"Providence-Warwick, RI-MA",1.21,5.42,94675,,,0.0334,2000,130,210,300,0.11169230769230769,0.274,0.6819999999999999,0.478,,0.09699999999999998,0.896,0.44199999999999995,0.85,,,
"Raynham, MA",MA,"Providence-Warwick, RI-MA",1.21,6.68,99827,0.0991,50625,0.0334,2000,130,210,300,0.11169230769230769,0.274,0.51,0.548,0.495,0.09699999999999998,0.896,0.44199999999999995,0.85,0.47935,1501,C
"Attleboro, MA",MA,"Providence-Warwick, RI-MA",1.2,4.1,114809,0.19,75811,0.0334,2000,130,210,300,0.11076923076923076,0.262,0.839,0.71,0.251,0.09699999999999998,0.896,0.44199999999999995,0.85,0.5386500000000001,1016,B
"Taunton, MA",MA,"Providence-Warwick, RI-MA",1.18,6.31,94768,0.1004,50625,0.0334,2000,130,210,300,0.10892307692307693,0.243,0.5609999999999999,0.479,0.491,0.09699999999999998,0.896,0.44199999999999995,0.85,0.4797,1497,C
"Dighton, MA",MA,"Providence-Warwick, RI-MA",1.17,5.8,96364,,,0.0334,2000,130,210,300,0.108,0.233,0.632,0.499,,0.09699999999999998,0.896,0.44199999999999995,0.85,,,
"Berkley, MA",MA,"Providence-Warwick, RI-MA",1.11,6.96,98893,,,0.0334,2000,130,210,300,0.10246153846153847,0.18,0.475,0.534,,0.09699999999999998,0.896,0.44199999999999995,0.85,,,
"Greenville, RI",RI,"Providence-Warwick, RI-MA",1.07,4.12,108102,0.1641,46867,0.0334,2000,130,210,300,0.09876923076923076,0.144,0.837,0.639,0.29800000000000004,0.09699999999999998,0.896,0.44199999999999995,0.85,0.51345,1229,C
"West Greenwich, RI",RI,"Providence-Warwick, RI-MA",,5.88,128286,0.9028,56316,0.0334,2000,130,210,300,,,0.619,0.82,0.02100000000000002,0.09699999999999998,0.896,0.44199999999999995,0.85,,,
"Coventry, RI",RI,"Providence-Warwick, RI-MA",,2.32,134058,1.4737,56316,0.0334,2000,130,210,300,,,0.954,0.854,0.010000000000000009,0.09699999999999998,0.896,0.44199999999999995,0.85,,,
"Scituate, RI",RI,"Providence-Warwick, RI-MA",,1.45,144413,,,0.0334,2000,130,210,300,,,0.978,0.901,,0.09699999999999998,0.896,0.44199999999999995,0.85,,,
"Harmony, RI",RI,"Providence-Warwick, RI-MA",,1.43,119743,,,0.0334,2000,130,210,300,,,0.979,0.751,,0.09699999999999998,0.896,0.44199999999999995,0.85,,,
"Chepachet, RI",RI,"Providence-Warwick, RI-MA",,1.28,121900,,,0.0334,2000,130,210,300,,,0.983,0.768,,0.09699999999999998,0.896,0.44199999999999995,0.85,,,
"Pascoag, RI",RI,"Providence-Warwick, RI-MA",,0.54,125946,,,0.0334,2000,130,210,300,,,0.996,0.8,,0.09699999999999998,0.896,0.44199999999999995,0.85,,,
"Burrillville, RI",RI,"Providence-Warwick, RI-MA",,0.5,130708,,,0.0334,2000,130,210,300,,,0.997,0.839,,0.09699999999999998,0.896,0.44199999999999995,0.85,,,
"Harrisville, RI",RI,"Providence-Warwick, RI-MA",,0.48,127433,,,0.0334,2000,130,210,300,,,0.997,0.811,,0.09699999999999998,0.896,0.44199999999999995,0.85,,,
"Greene, RI",RI,"Providence-Warwick, RI-MA",,,124823,,,0.0334,2000,130,210,300,,,,0.79,,0.09699999999999998,0.896,0.44199999999999995,0.85,,,
"Clayville, RI",RI,"Providence-Warwick, RI-MA",,,115703,,,0.0334,2000,130,210,300,,,,0.717,,0.09699999999999998,0.896,0.44199999999999995,0.85,,,
"Hopkinton, RI",RI,"Providence-Warwick, RI-MA",,,107838,,,0.0334,2000,130,210,300,,,,0.636,,0.09699999999999998,0.896,0.44199999999999995,0.85,,,
"Franklinton, NC",NC,"Raleigh-Cary, NC",1.7,13.18,72669,,,0.008,2200,115,125,179,0.17739130434782607,0.705,0.09699999999999998,0.181,,0.968,0.884,0.554,0.33,,,
"Youngsville, NC",NC,"Raleigh-Cary, NC",1.59,14.75,111539,,,0.008,2200,115,125,179,0.16591304347826089,0.635,0.06599999999999995,0.679,,0.968,0.884,0.554,0.33,,,
"Knightdale, NC",NC,"Raleigh-Cary, NC",1.58,11.48,88227,,,0.008,2200,115,125,179,0.16486956521739132,0.629,0.14900000000000002,0.39,,0.968,0.884,0.554,0.33,,,
"Raleigh, NC",NC,"Raleigh-Cary, NC",1.56,11.62,84974,0.103,257084,0.008,2200,115,125,179,0.16278260869565217,0.615,0.14300000000000002,0.348,0.48,0.968,0.884,0.554,0.33,0.4943000000000001,1376,C
"Roxboro, NC",NC,"Raleigh-Cary, NC",1.53,9.17,57837,0.0702,13051,0.008,2200,115,125,179,0.15965217391304348,0.591,0.276,0.037,0.62,0.968,0.884,0.554,0.33,0.5075500000000001,1275,C
"Wake Forest, NC",NC,"Raleigh-Cary, NC",1.5,15.3,129026,,,0.008,2200,115,125,179,0.1565217391304348,0.563,0.06000000000000005,0.826,,0.968,0.884,0.554,0.33,,,
"Wendell, NC",NC,"Raleigh-Cary, NC",1.5,8.67,81994,,,0.008,2200,115,125,179,0.1565217391304348,0.563,0.31200000000000006,0.305,,0.968,0.884,0.554,0.33,,,
"Clayton, NC",NC,"Raleigh-Cary, NC",1.5,7.32,94480,0.3887,155360,0.008,2200,115,125,179,0.1565217391304348,0.563,0.43600000000000005,0.475,0.08099999999999996,0.968,0.884,0.554,0.33,0.5289,1103,C
"Wilson's Mills, NC",NC,"Raleigh-Cary, NC",1.49,5.39,88942,0.9536,166000,0.008,2200,115,125,179,0.1554782608695652,0.555,0.6859999999999999,0.403,0.018000000000000016,0.968,0.884,0.554,0.33,0.5705500000000001,790,B
"Archer Lodge, NC",NC,"Raleigh-Cary, NC",1.48,4.86,111912,0.945,196520,0.008,2200,115,125,179,0.15443478260869564,0.549,0.755,0.682,0.019000000000000017,0.968,0.884,0.554,0.33,0.5971500000000001,607,B
"Cary, NC",NC,"Raleigh-Cary, NC",1.47,6.91,122750,0.1077,132536,0.008,2200,115,125,179,0.15339130434782608,0.541,0.482,0.774,0.45999999999999996,0.968,0.884,0.554,0.33,0.5676000000000001,805,B
"Zebulon, NC",NC,"Raleigh-Cary, NC",1.44,7.59,83446,,,0.008,2200,115,125,179,0.1502608695652174,0.514,0.40900000000000003,0.328,,0.968,0.884,0.554,0.33,,,
"Rolesville, NC",NC,"Raleigh-Cary, NC",1.43,8.79,125982,,,0.008,2200,115,125,179,0.14921739130434783,0.502,0.30300000000000005,0.801,,0.968,0.884,0.554,0.33,,,
"Selma, NC",NC,"Raleigh-Cary, NC",1.34,8.64,61616,0.2495,65000,0.008,2200,115,125,179,0.13982608695652177,0.407,0.31299999999999994,0.063,0.17600000000000005,0.968,0.884,0.554,0.33,0.4572500000000001,1646,C
"Morrisville, NC",NC,"Raleigh-Cary, NC",1.32,8.15,139985,0.0946,132536,0.008,2200,115,125,179,0.13773913043478261,0.383,0.356,0.884,0.517,0.968,0.884,0.554,0.33,0.5191500000000001,1175,C
"Smithfield, NC",NC,"Raleigh-Cary, NC",1.26,9.98,56254,0.2374,65000,0.008,2200,115,125,179,0.13147826086956524,0.323,0.21999999999999997,0.027,0.19099999999999995,0.968,0.884,0.554,0.33,0.4208,1803,D
"Apex, NC",NC,"Raleigh-Cary, NC",1.21,7.52,142312,0.038,45000,0.008,2200,115,125,179,0.1262608695652174,0.274,0.41800000000000004,0.892,0.793,0.968,0.884,0.554,0.33,0.5239500000000001,1143,C
"Garner, NC",NC,"Raleigh-Cary, NC",1.19,9.48,77279,0.0898,98687,0.008,2200,115,125,179,0.12417391304347826,0.254,0.252,0.241,0.5329999999999999,0.968,0.884,0.554,0.33,0.44120000000000004,1705,D
"Holly Springs, NC",NC,"Raleigh-Cary, NC",1.09,7.07,131352,,,0.008,2200,115,125,179,0.11373913043478262,0.161,0.46199999999999997,0.841,,0.968,0.884,0.554,0.33,,,
"Louisburg, NC",NC,"Raleigh-Cary, NC",1.07,14.41,57617,,,0.008,2200,115,125,179,0.11165217391304348,0.144,0.07099999999999995,0.036,,0.968,0.884,0.554,0.33,,,
"Benson, NC",NC,"Raleigh-Cary, NC",,11.54,69331,,,0.008,2200,115,125,179,,,0.14500000000000002,0.143,,0.968,0.884,0.554,0.33,,,
"Rougemont, NC",NC,"Raleigh-Cary, NC",,9.96,82862,,,0.008,2200,115,125,179,,,0.22199999999999998,0.319,,0.968,0.884,0.554,0.33,,,
"Pine Level, NC",NC,"Raleigh-Cary, NC",,6.69,62433,0.4419,65000,0.008,2200,115,125,179,,,0.508,0.07,0.06399999999999995,0.968,0.884,0.554,0.33,,,
"Bunn, NC",NC,"Raleigh-Cary, NC",,4.14,74253,,,0.008,2200,115,125,179,,,0.835,0.201,,0.968,0.884,0.554,0.33,,,
"Princeton, NC",NC,"Raleigh-Cary, NC",,3.63,77239,,,0.008,2200,115,125,179,,,0.88,0.24,,0.968,0.884,0.554,0.33,,,
"Kenly, NC",NC,"Raleigh-Cary, NC",,3.29,64841,,,0.008,2200,115,125,179,,,0.904,0.09,,0.968,0.884,0.554,0.33,,,
"Micro, NC",NC,"Raleigh-Cary, NC",,2.78,70532,,,0.008,2200,115,125,179,,,0.935,0.155,,0.968,0.884,0.554,0.33,,,
"Four Oaks, NC",NC,"Raleigh-Cary, NC",,1.94,71106,,,0.008,2200,115,125,179,,,0.967,0.161,,0.968,0.884,0.554,0.33,,,
"Centerville, NC",NC,"Raleigh-Cary, NC",,,63646,,,0.008,2200,115,125,179,,,,0.078,,0.968,0.884,0.554,0.33,,,
"Powhatan, VA",VA,"Richmond, VA",2.21,7.12,108471,,,0.01,2600,105,129,184,0.25257142857142856,0.89,0.45399999999999996,0.644,,0.959,0.796,0.6799999999999999,0.418,,,
"Colonial Heights, VA",VA,"Richmond, VA",2.01,6.66,70721,0.0968,53600,0.01,2600,105,129,184,0.22971428571428568,0.841,0.513,0.157,0.508,0.959,0.796,0.6799999999999999,0.418,0.6384499999999999,341,A
"Petersburg, VA",VA,"Richmond, VA",2.01,8.35,66943,0.078,53600,0.01,2600,105,129,184,0.22971428571428568,0.841,0.33799999999999997,0.111,0.585,0.959,0.796,0.6799999999999999,0.418,0.6049999999999999,555,A
"Chester, VA",VA,"Richmond, VA",1.97,11.51,97591,0.1031,99498,0.01,2600,105,129,184,0.22514285714285714,0.829,0.14800000000000002,0.516,0.479,0.959,0.796,0.6799999999999999,0.418,0.5795499999999998,725,B
"Sandston, VA",VA,"Richmond, VA",1.8,7.24,66004,0.1092,56430,0.01,2600,105,129,184,0.20571428571428574,0.76,0.44199999999999995,0.101,0.45499999999999996,0.959,0.796,0.6799999999999999,0.418,0.6025999999999999,572,A
"Highland Springs, VA",VA,"Richmond, VA",1.73,8.83,65194,0.1306,128729,0.01,2600,105,129,184,0.1977142857142857,0.723,0.29900000000000004,0.093,0.376,0.959,0.796,0.6799999999999999,0.418,0.5622499999999999,839,B
"Ashland, VA",VA,"Richmond, VA",1.71,11.49,104168,,,0.01,2600,105,129,184,0.19542857142857142,0.709,0.14900000000000002,0.599,,0.959,0.796,0.6799999999999999,0.418,,,
"Columbia, VA",VA,"Richmond, VA",1.67,7.16,64214,,,0.01,2600,105,129,184,0.19085714285714284,0.688,0.44999999999999996,0.085,,0.959,0.796,0.6799999999999999,0.418,,,
"Goochland, VA",VA,"Richmond, VA",1.6,1.73,108225,,,0.01,2600,105,129,184,0.18285714285714288,0.642,0.972,0.64,,0.959,0.796,0.6799999999999999,0.418,,,
"Fort Lee, VA",VA,"Richmond, VA",1.57,9.17,67769,,,0.01,2600,105,129,184,0.17942857142857144,0.623,0.276,0.121,,0.959,0.796,0.6799999999999999,0.418,,,
"Glen Allen, VA",VA,"Richmond, VA",1.47,12.28,98849,0.052,90920,0.01,2600,105,129,184,0.168,0.541,0.121,0.534,0.719,0.959,0.796,0.6799999999999999,0.418,0.52945,1099,C
"Bon Air, VA",VA,"Richmond, VA",1.46,9.38,109455,0.0866,143024,0.01,2600,105,129,184,0.16685714285714284,0.534,0.262,0.657,0.548,0.959,0.796,0.6799999999999999,0.418,0.55385,893,B
"Prince George, VA",VA,"Richmond, VA",1.44,12.31,73810,0.1609,86400,0.01,2600,105,129,184,0.1645714285714286,0.514,0.12,0.195,0.30500000000000005,0.959,0.796,0.6799999999999999,0.418,0.4862,1445,C
"Richmond, VA",VA,"Richmond, VA",1.42,10.55,69092,0.1356,362220,0.01,2600,105,129,184,0.16228571428571428,0.492,0.19099999999999995,0.139,0.361,0.959,0.796,0.6799999999999999,0.418,0.49599999999999994,1362,C
"Hopewell, VA",VA,"Richmond, VA",1.4,9.06,79054,0.0671,29981,0.01,2600,105,129,184,0.15999999999999998,0.476,0.28400000000000003,0.267,0.637,0.959,0.796,0.6799999999999999,0.418,0.5316,1078,C
"Mechanicsville, VA",VA,"Richmond, VA",1.39,9.95,78456,0.1876,266530,0.01,2600,105,129,184,0.15885714285714286,0.465,0.22199999999999998,0.257,0.257,0.959,0.796,0.6799999999999999,0.418,0.4975,1349,C
"New Kent, VA",VA,"Richmond, VA",,4.3,130419,,,0.01,2600,105,129,184,,,0.819,0.837,,0.959,0.796,0.6799999999999999,0.418,,,
"Disputanta, VA",VA,"Richmond, VA",,,,10.6667,86400,0.01,2600,105,129,184,,,,,0.0010000000000000009,0.959,0.796,0.6799999999999999,0.418,,,
"Hanover, VA",VA,"Richmond, VA",,,133148,,,0.01,2600,105,129,184,,,,0.848,,0.959,0.796,0.6799999999999999,0.418,,,
"Charles City, VA",VA,"Richmond, VA",,,66338,,,0.01,2600,105,129,184,,,,0.104,,0.959,0.796,0.6799999999999999,0.418,,,
"Hemet, CA",CA,"Riverside-San Bernardino-Ontario, CA",2.57,5.62,70204,0.1425,144627,0.0117,3400,178,178,254,0.17325842696629212,0.942,0.654,0.151,0.345,0.947,0.41300000000000003,0.22499999999999998,0.734,0.61445,500,A
"San Jacinto, CA",CA,"Riverside-San Bernardino-Ontario, CA",2.57,6.14,68869,0.1425,144627,0.0117,3400,178,178,254,0.17325842696629212,0.942,0.587,0.136,0.345,0.947,0.41300000000000003,0.22499999999999998,0.734,0.6003,584,A
"Winchester, CA",CA,"Riverside-San Bernardino-Ontario, CA",2.42,10.13,99191,0.2848,194876,0.0117,3400,178,178,254,0.16314606741573034,0.922,0.21199999999999997,0.539,0.14100000000000001,0.947,0.41300000000000003,0.22499999999999998,0.734,0.5312499999999999,1083,C
"Eastvale, CA",CA,"Riverside-San Bernardino-Ontario, CA",2.37,3.74,130050,0.2536,199172,0.0117,3400,178,178,254,0.1597752808988764,0.913,0.869,0.834,0.17100000000000004,0.947,0.41300000000000003,0.22499999999999998,0.734,0.6770999999999999,152,A
"Palm Desert, CA",CA,"Riverside-San Bernardino-Ontario, CA",2.21,9.39,100204,,,0.0117,3400,178,178,254,0.14898876404494382,0.89,0.26,0.553,,0.947,0.41300000000000003,0.22499999999999998,0.734,,,
"Temescal Valley, CA",CA,"Riverside-San Bernardino-Ontario, CA",2.2,6.43,140032,,,0.0117,3400,178,178,254,0.14831460674157304,0.888,0.542,0.885,,0.947,0.41300000000000003,0.22499999999999998,0.734,,,
"Chino Hills, CA",CA,"Riverside-San Bernardino-Ontario, CA",2.19,4.73,103320,0.0428,47213,0.0117,3400,178,178,254,0.14764044943820226,0.887,0.769,0.589,0.766,0.947,0.41300000000000003,0.22499999999999998,0.734,0.6694,189,A
"Jurupa Valley, CA",CA,"Riverside-San Bernardino-Ontario, CA",2.15,6.65,90234,0.1446,278895,0.0117,3400,178,178,254,0.14494382022471908,0.878,0.515,0.422,0.34099999999999997,0.947,0.41300000000000003,0.22499999999999998,0.734,0.5871999999999999,669,B
"Chino, CA",CA,"Riverside-San Bernardino-Ontario, CA",2.13,5.68,97843,0.1661,338193,0.0117,3400,178,178,254,0.14359550561797751,0.876,0.646,0.518,0.29400000000000004,0.947,0.41300000000000003,0.22499999999999998,0.734,0.6154499999999999,493,A
"Ontario, CA",CA,"Riverside-San Bernardino-Ontario, CA",2.1,8.28,93876,0.1084,380980,0.0117,3400,178,178,254,0.1415730337078652,0.868,0.344,0.468,0.45799999999999996,0.947,0.41300000000000003,0.22499999999999998,0.734,0.5591499999999999,864,B
"Bloomington, CA",CA,"Riverside-San Bernardino-Ontario, CA",2.09,5.54,84287,0.088,168183,0.0117,3400,178,178,254,0.14089887640449436,0.865,0.665,0.339,0.542,0.947,0.41300000000000003,0.22499999999999998,0.734,0.6204999999999999,457,A
"Twentynine Palms, CA",CA,"Riverside-San Bernardino-Ontario, CA",2.08,7.64,61133,,,0.0117,3400,178,178,254,0.1402247191011236,0.861,0.405,0.059,,0.947,0.41300000000000003,0.22499999999999998,0.734,,,
"Rancho Cucamonga, CA",CA,"Riverside-San Bernardino-Ontario, CA",2.06,8.08,107301,0.1088,253035,0.0117,3400,178,178,254,0.13887640449438202,0.856,0.361,0.63,0.45599999999999996,0.947,0.41300000000000003,0.22499999999999998,0.734,0.5681499999999999,804,B
