Market,ST,MSA,Tier,Score,Rank,lat,lng
"Hudsonville, MI",MI,"Grand Rapids-Wyoming-Kentwood, MI",,,,42.96336,-85.66809
"Jamestown, MI",MI,"Grand Rapids-Wyoming-Kentwood, MI",B,0.56645,814.0,42.96336,-85.66809
"Wyoming, MI",MI,"Grand Rapids-Wyoming-Kentwood, MI",B,0.53425,1057.0,42.91336,-85.70531
"Walker, MI",MI,"Grand Rapids-Wyoming-Kentwood, MI",,,,43.00141,-85.76809
"East Grand Rapids, MI",MI,"Grand Rapids-Wyoming-Kentwood, MI",B,0.53595,1038.0,42.96336,-85.66809
"Grand Rapids, MI",MI,"Grand Rapids-Wyoming-Kentwood, MI",B,0.54715,959.0,42.96336,-85.66809
"Comstock Park, MI",MI,"Grand Rapids-Wyoming-Kentwood, MI",C,0.5023000000000001,1307.0,42.96336,-85.66809
"Greenville, MI",MI,"Grand Rapids-Wyoming-Kentwood, MI",,,,42.96336,-85.66809
"White Cloud, MI",MI,"Grand Rapids-Wyoming-Kentwood, MI",,,,42.96336,-85.66809
"Newaygo, MI",MI,"Grand Rapids-Wyoming-Kentwood, MI",,,,42.96336,-85.66809
"Delton, MI",MI,"Grand Rapids-Wyoming-Kentwood, MI",,,,42.96336,-85.66809
"Edmore, MI",MI,"Grand Rapids-Wyoming-Kentwood, MI",,,,42.96336,-85.66809
"Fremont, MI",MI,"Grand Rapids-Wyoming-Kentwood, MI",,,,42.96336,-85.66809
"Howard City, MI",MI,"Grand Rapids-Wyoming-Kentwood, MI",,,,42.96336,-85.66809
"Grand Haven, MI",MI,"Grand Rapids-Wyoming-Kentwood, MI",,,,42.96336,-85.66809
"Middleville, MI",MI,"Grand Rapids-Wyoming-Kentwood, MI",,,,42.96336,-85.66809
"Hastings, MI",MI,"Grand Rapids-Wyoming-Kentwood, MI",,,,42.96336,-85.66809
"Saranac, MI",MI,"Grand Rapids-Wyoming-Kentwood, MI",,,,42.96336,-85.66809
"Pierson, MI",MI,"Grand Rapids-Wyoming-Kentwood, MI",,,,42.96336,-85.66809
"Grant, MI",MI,"Grand Rapids-Wyoming-Kentwood, MI",,,,42.96336,-85.66809
"McBride, MI",MI,"Grand Rapids-Wyoming-Kentwood, MI",,,,42.96336,-85.66809
"Sand Lake, MI",MI,"Grand Rapids-Wyoming-Kentwood, MI",,,,42.96336,-85.66809
"Portland, MI",MI,"Grand Rapids-Wyoming-Kentwood, MI",,,,42.96336,-85.66809
"Lakeview, MI",MI,"Grand Rapids-Wyoming-Kentwood, MI",,,,42.96336,-85.66809
"Belding, MI",MI,"Grand Rapids-Wyoming-Kentwood, MI",,,,42.96336,-85.66809
"Ionia, MI",MI,"Grand Rapids-Wyoming-Kentwood, MI",,,,42.96336,-85.66809
"Lowell, MI",MI,"Grand Rapids-Wyoming-Kentwood, MI",,,,42.96336,-85.66809
"Hickory Corners, MI",MI,"Grand Rapids-Wyoming-Kentwood, MI",,,,42.96336,-85.66809
"Carson City, MI",MI,"Grand Rapids-Wyoming-Kentwood, MI",,,,42.96336,-85.66809
"Coopersville, MI",MI,"Grand Rapids-Wyoming-Kentwood, MI",,,,42.96336,-85.66809
"Sheridan, MI",MI,"Grand Rapids-Wyoming-Kentwood, MI",,,,42.96336,-85.66809
"Woodland, MI",MI,"Grand Rapids-Wyoming-Kentwood, MI",,,,42.96336,-85.66809
"Lake Odessa, MI",MI,"Grand Rapids-Wyoming-Kentwood, MI",,,,42.96336,-85.66809
"Nashville, MI",MI,"Grand Rapids-Wyoming-Kentwood, MI",,,,42.96336,-85.66809
"Kent City, MI",MI,"Grand Rapids-Wyoming-Kentwood, MI",,,,42.96336,-85.66809
"Stanton, MI",MI,"Grand Rapids-Wyoming-Kentwood, MI",,,,42.96336,-85.66809
"Clarksville, MI",MI,"Grand Rapids-Wyoming-Kentwood, MI",,,,42.96336,-85.66809
"Pewamo, MI",MI,"Grand Rapids-Wyoming-Kentwood, MI",,,,42.96336,-85.66809
"Muir, MI",MI,"Grand Rapids-Wyoming-Kentwood, MI",,,,42.96336,-85.66809
"Lyons, MI",MI,"Grand Rapids-Wyoming-Kentwood, MI",,,,42.96336,-85.66809
"Dowling, MI",MI,"Grand Rapids-Wyoming-Kentwood, MI",,,,42.96336,-85.66809
"Freeport, MI",MI,"Grand Rapids-Wyoming-Kentwood, MI",,,,42.96336,-85.66809
"Hubbardston, MI",MI,"Grand Rapids-Wyoming-Kentwood, MI",,,,42.96336,-85.66809
"Killingworth, CT",CT,"Hartford-West Hartford-East Hartford, CT",,,,41.76371,-72.68509
"Storrs, CT",CT,"Hartford-West Hartford-East Hartford, CT",,,,41.80843,-72.24952
"Coventry, CT",CT,"Hartford-West Hartford-East Hartford, CT",,,,41.76371,-72.68509
"Columbia, CT",CT,"Hartford-West Hartford-East Hartford, CT",,,,41.76371,-72.68509
"Clinton, CT",CT,"Hartford-West Hartford-East Hartford, CT",B,0.5935500000000001,638.0,41.76371,-72.68509
"Burlington, CT",CT,"Hartford-West Hartford-East Hartford, CT",,,,41.76371,-72.68509
"Old Saybrook, CT",CT,"Hartford-West Hartford-East Hartford, CT",B,0.5518,914.0,41.76371,-72.68509
"Essex, CT",CT,"Hartford-West Hartford-East Hartford, CT",,,,41.76371,-72.68509
"Essex Village, CT",CT,"Hartford-West Hartford-East Hartford, CT",B,0.5566,878.0,41.76371,-72.68509
"Westbrook, CT",CT,"Hartford-West Hartford-East Hartford, CT",B,0.55145,916.0,41.76371,-72.68509
"Bristol, CT",CT,"Hartford-West Hartford-East Hartford, CT",A,0.6174000000000001,477.0,41.67176,-72.94927
"Collinsville, CT",CT,"Hartford-West Hartford-East Hartford, CT",B,0.5946000000000001,628.0,41.76371,-72.68509
"Southington, CT",CT,"Hartford-West Hartford-East Hartford, CT",A,0.6322000000000001,384.0,41.76371,-72.68509
"South Windsor, CT",CT,"Hartford-West Hartford-East Hartford, CT",C,0.5221,1158.0,41.82371,-72.6212
"Plainville, CT",CT,"Hartford-West Hartford-East Hartford, CT",B,0.58595,676.0,41.67454,-72.85816
"Plantsville, CT",CT,"Hartford-West Hartford-East Hartford, CT",B,0.5635000000000001,830.0,41.76371,-72.68509
"Farmington, CT",CT,"Hartford-West Hartford-East Hartford, CT",B,0.5769000000000001,742.0,41.71982,-72.83204
"Canton, CT",CT,"Hartford-West Hartford-East Hartford, CT",B,0.5535000000000001,895.0,41.76371,-72.68509
"Vernon, CT",CT,"Hartford-West Hartford-East Hartford, CT",,,,41.76371,-72.68509
"Middletown, CT",CT,"Hartford-West Hartford-East Hartford, CT",B,0.537,1031.0,41.56232,-72.65065
"Granby, CT",CT,"Hartford-West Hartford-East Hartford, CT",A,0.60785,540.0,41.76371,-72.68509
"Enfield, CT",CT,"Hartford-West Hartford-East Hartford, CT",B,0.5506,930.0,41.97621,-72.59176
"Glastonbury, CT",CT,"Hartford-West Hartford-East Hartford, CT",B,0.5767,744.0,41.71232,-72.60815
"Weatogue, CT",CT,"Hartford-West Hartford-East Hartford, CT",B,0.5627,836.0,41.76371,-72.68509
"Tariffville, CT",CT,"Hartford-West Hartford-East Hartford, CT",B,0.58345,695.0,41.76371,-72.68509
"Wethersfield, CT",CT,"Hartford-West Hartford-East Hartford, CT",B,0.5457,970.0,41.71427,-72.65259
"Simsbury, CT",CT,"Hartford-West Hartford-East Hartford, CT",,,,41.76371,-72.68509
"Manchester, CT",CT,"Hartford-West Hartford-East Hartford, CT",C,0.4996,1330.0,41.77593,-72.52148
"West Simsbury, CT",CT,"Hartford-West Hartford-East Hartford, CT",B,0.559,866.0,41.76371,-72.68509
"East Hartford, CT",CT,"Hartford-West Hartford-East Hartford, CT",C,0.52335,1151.0,41.78232,-72.61203
"West Hartford, CT",CT,"Hartford-West Hartford-East Hartford, CT",B,0.5395500000000001,1012.0,41.76204,-72.74204
"Portland, CT",CT,"Hartford-West Hartford-East Hartford, CT",C,0.48445,1456.0,41.76371,-72.68509
"Hartford, CT",CT,"Hartford-West Hartford-East Hartford, CT",C,0.525,1132.0,41.76371,-72.68509
"Kensington, CT",CT,"Hartford-West Hartford-East Hartford, CT",B,0.5585,867.0,41.76371,-72.68509
"Avon, CT",CT,"Hartford-West Hartford-East Hartford, CT",B,0.5731,768.0,41.80982,-72.83065
"Cromwell, CT",CT,"Hartford-West Hartford-East Hartford, CT",C,0.5169,1199.0,41.76371,-72.68509
"Newington, CT",CT,"Hartford-West Hartford-East Hartford, CT",B,0.5412,998.0,41.69788,-72.72371
"Bloomfield, CT",CT,"Hartford-West Hartford-East Hartford, CT",B,0.54695,961.0,41.82649,-72.73009
"New Britain, CT",CT,"Hartford-West Hartford-East Hartford, CT",C,0.47895,1503.0,41.66121,-72.77954
"Windsor, CT",CT,"Hartford-West Hartford-East Hartford, CT",D,0.4336,1738.0,41.8526,-72.6437
"Durham, CT",CT,"Hartford-West Hartford-East Hartford, CT",,,,41.76371,-72.68509
"Tolland, CT",CT,"Hartford-West Hartford-East Hartford, CT",C,0.47225,1548.0,41.76371,-72.68509
"Ellington, CT",CT,"Hartford-West Hartford-East Hartford, CT",,,,41.76371,-72.68509
"Berlin, CT",CT,"Hartford-West Hartford-East Hartford, CT",C,0.51495,1211.0,41.76371,-72.68509
"Rocky Hill, CT",CT,"Hartford-West Hartford-East Hartford, CT",C,0.4934,1388.0,41.76371,-72.68509
"East Granby, CT",CT,"Hartford-West Hartford-East Hartford, CT",C,0.4914,1412.0,41.76371,-72.68509
"Suffield, CT",CT,"Hartford-West Hartford-East Hartford, CT",D,0.39925,1888.0,41.76371,-72.68509
"East Windsor, CT",CT,"Hartford-West Hartford-East Hartford, CT",D,0.4197000000000001,1809.0,41.76371,-72.68509
"Windsor Locks, CT",CT,"Hartford-West Hartford-East Hartford, CT",D,0.43105,1751.0,41.76371,-72.68509
"Broad Brook, CT",CT,"Hartford-West Hartford-East Hartford, CT",,,,41.76371,-72.68509
"Somers, CT",CT,"Hartford-West Hartford-East Hartford, CT",,,,41.76371,-72.68509
"Willington, CT",CT,"Hartford-West Hartford-East Hartford, CT",,,,41.76371,-72.68509
"Hebron, CT",CT,"Hartford-West Hartford-East Hartford, CT",,,,41.76371,-72.68509
"Higganum, CT",CT,"Hartford-West Hartford-East Hartford, CT",,,,41.76371,-72.68509
"Stafford Springs, CT",CT,"Hartford-West Hartford-East Hartford, CT",,,,41.76371,-72.68509
"Stafford, CT",CT,"Hartford-West Hartford-East Hartford, CT",,,,41.76371,-72.68509
"East Hampton, CT",CT,"Hartford-West Hartford-East Hartford, CT",,,,41.76371,-72.68509
"Haddam, CT",CT,"Hartford-West Hartford-East Hartford, CT",,,,41.76371,-72.68509
"Moodus, CT",CT,"Hartford-West Hartford-East Hartford, CT",,,,41.76371,-72.68509
"East Haddam, CT",CT,"Hartford-West Hartford-East Hartford, CT",,,,41.76371,-72.68509
"Marlborough, CT",CT,"Hartford-West Hartford-East Hartford, CT",,,,41.76371,-72.68509
"North Granby, CT",CT,"Hartford-West Hartford-East Hartford, CT",,,,41.76371,-72.68509
"Prairie View, TX",TX,"Houston-Pasadena-The Woodlands, TX",,,,29.76328,-95.36327
"Waller, TX",TX,"Houston-Pasadena-The Woodlands, TX",,,,29.76328,-95.36327
"Crosby, TX",TX,"Houston-Pasadena-The Woodlands, TX",,,,29.76328,-95.36327
"Magnolia, TX",TX,"Houston-Pasadena-The Woodlands, TX",D,0.3714,1980.0,29.76328,-95.36327
"Danbury, TX",TX,"Houston-Pasadena-The Woodlands, TX",,,,29.76328,-95.36327
"Galveston, TX",TX,"Houston-Pasadena-The Woodlands, TX",,,,29.30135,-94.7977
"Anahuac, TX",TX,"Houston-Pasadena-The Woodlands, TX",,,,29.76328,-95.36327
"Tiki Island, TX",TX,"Houston-Pasadena-The Woodlands, TX",,,,29.76328,-95.36327
"Stagecoach, TX",TX,"Houston-Pasadena-The Woodlands, TX",,,,29.76328,-95.36327
"Plum Grove, TX",TX,"Houston-Pasadena-The Woodlands, TX",,,,29.76328,-95.36327
"Cove, TX",TX,"Houston-Pasadena-The Woodlands, TX",,,,29.76328,-95.36327
"San Felipe, TX",TX,"Houston-Pasadena-The Woodlands, TX",,,,29.76328,-95.36327
"Mont Belvieu, TX",TX,"Houston-Pasadena-The Woodlands, TX",,,,29.76328,-95.36327
"Cleveland, TX",TX,"Houston-Pasadena-The Woodlands, TX",,,,29.76328,-95.36327
"Pleak, TX",TX,"Houston-Pasadena-The Woodlands, TX",D,0.3919499999999999,1915.0,29.76328,-95.36327
"North Cleveland, TX",TX,"Houston-Pasadena-The Woodlands, TX",,,,29.76328,-95.36327
"Jones Creek, TX",TX,"Houston-Pasadena-The Woodlands, TX",,,,29.76328,-95.36327
"Angleton, TX",TX,"Houston-Pasadena-The Woodlands, TX",D,0.38095,1953.0,29.16941,-95.43188
"Houston, TX",TX,"Houston-Pasadena-The Woodlands, TX",D,0.4101999999999999,1842.0,29.76328,-95.36327
"Pinehurst, TX",TX,"Houston-Pasadena-The Woodlands, TX",E,0.3257,2120.0,29.76328,-95.36327
"West University Place, TX",TX,"Houston-Pasadena-The Woodlands, TX",D,0.3711,1984.0,29.71801,-95.43383
"Santa Fe, TX",TX,"Houston-Pasadena-The Woodlands, TX",,,,29.76328,-95.36327
"Southside Place, TX",TX,"Houston-Pasadena-The Woodlands, TX",D,0.3693999999999999,1993.0,29.76328,-95.36327
"Jamaica Beach, TX",TX,"Houston-Pasadena-The Woodlands, TX",,,,29.76328,-95.36327
"Sealy, TX",TX,"Houston-Pasadena-The Woodlands, TX",,,,29.76328,-95.36327
"Sandy Point, TX",TX,"Houston-Pasadena-The Woodlands, TX",,,,29.76328,-95.36327
"West Columbia, TX",TX,"Houston-Pasadena-The Woodlands, TX",,,,29.76328,-95.36327
"Wild Peach Village, TX",TX,"Houston-Pasadena-The Woodlands, TX",,,,29.76328,-95.36327
"Bellaire, TX",TX,"Houston-Pasadena-The Woodlands, TX",E,0.3584999999999999,2028.0,29.70579,-95.45883
"Brazoria, TX",TX,"Houston-Pasadena-The Woodlands, TX",,,,29.76328,-95.36327
"Dayton, TX",TX,"Houston-Pasadena-The Woodlands, TX",,,,29.76328,-95.36327
"Hilshire Village, TX",TX,"Houston-Pasadena-The Woodlands, TX",E,0.3404,2081.0,29.76328,-95.36327
"Rosharon, TX",TX,"Houston-Pasadena-The Woodlands, TX",,,,29.76328,-95.36327
"Bonney, TX",TX,"Houston-Pasadena-The Woodlands, TX",,,,29.76328,-95.36327
"Hitchcock, TX",TX,"Houston-Pasadena-The Woodlands, TX",,,,29.76328,-95.36327
"Bellville, TX",TX,"Houston-Pasadena-The Woodlands, TX",,,,29.76328,-95.36327
"Splendora, TX",TX,"Houston-Pasadena-The Woodlands, TX",,,,29.76328,-95.36327
"Piney Point Village, TX",TX,"Houston-Pasadena-The Woodlands, TX",E,0.3389,2087.0,29.76328,-95.36327
"Sheldon, TX",TX,"Houston-Pasadena-The Woodlands, TX",D,0.4314499999999999,1749.0,29.76328,-95.36327
"Hunters Creek Village, TX",TX,"Houston-Pasadena-The Woodlands, TX",E,0.3285499999999999,2112.0,29.76328,-95.36327
"Rosenberg, TX",TX,"Houston-Pasadena-The Woodlands, TX",E,0.34135,2078.0,29.55718,-95.80856
"Willis, TX",TX,"Houston-Pasadena-The Woodlands, TX",E,0.2938,2208.0,29.76328,-95.36327
"La Marque, TX",TX,"Houston-Pasadena-The Woodlands, TX",,,,29.36857,-94.97131
"Hedwig Village, TX",TX,"Houston-Pasadena-The Woodlands, TX",E,0.32925,2109.0,29.76328,-95.36327
"Cedar Point, TX",TX,"Houston-Pasadena-The Woodlands, TX",,,,29.76328,-95.36327
"Cut and Shoot, TX",TX,"Houston-Pasadena-The Woodlands, TX",D,0.4269999999999999,1769.0,29.76328,-95.36327
"Lake Jackson, TX",TX,"Houston-Pasadena-The Woodlands, TX",E,0.3211,2138.0,29.03386,-95.43439
"Bunker Hill Village, TX",TX,"Houston-Pasadena-The Woodlands, TX",E,0.32695,2116.0,29.76328,-95.36327
"Richwood, TX",TX,"Houston-Pasadena-The Woodlands, TX",E,0.31915,2143.0,29.76328,-95.36327
"Clute, TX",TX,"Houston-Pasadena-The Woodlands, TX",E,0.3116,2163.0,29.76328,-95.36327
"Richmond, TX",TX,"Houston-Pasadena-The Woodlands, TX",E,0.3260499999999999,2119.0,29.76328,-95.36327
"Alvin, TX",TX,"Houston-Pasadena-The Woodlands, TX",,,,29.42385,-95.2441
"Meadows Place, TX",TX,"Houston-Pasadena-The Woodlands, TX",,,,29.76328,-95.36327
"Sugar Land, TX",TX,"Houston-Pasadena-The Woodlands, TX",,,,29.61968,-95.63495
"San Leon, TX",TX,"Houston-Pasadena-The Woodlands, TX",,,,29.76328,-95.36327
"Hempstead, TX",TX,"Houston-Pasadena-The Woodlands, TX",,,,29.76328,-95.36327
"Pine Island, TX",TX,"Houston-Pasadena-The Woodlands, TX",,,,29.76328,-95.36327
"Oak Ridge North, TX",TX,"Houston-Pasadena-The Woodlands, TX",E,0.3201499999999999,2142.0,29.76328,-95.36327
"Oyster Creek, TX",TX,"Houston-Pasadena-The Woodlands, TX",,,,29.76328,-95.36327
"Channelview, TX",TX,"Houston-Pasadena-The Woodlands, TX",,,,29.77606,-95.11465
"Shenandoah, TX",TX,"Houston-Pasadena-The Woodlands, TX",E,0.3095,2166.0,29.76328,-95.36327
"Dickinson, TX",TX,"Houston-Pasadena-The Woodlands, TX",E,0.3101,2165.0,29.46079,-95.05132
"League City, TX",TX,"Houston-Pasadena-The Woodlands, TX",E,0.28805,2228.0,29.50745,-95.09493
"Montgomery, TX",TX,"Houston-Pasadena-The Woodlands, TX",E,0.2812,2252.0,29.76328,-95.36327
"Bacliff, TX",TX,"Houston-Pasadena-The Woodlands, TX",,,,29.76328,-95.36327
"Humble, TX",TX,"Houston-Pasadena-The Woodlands, TX",E,0.2793,2256.0,29.99883,-95.26216
"Ames, TX",TX,"Houston-Pasadena-The Woodlands, TX",,,,29.76328,-95.36327
"Manvel, TX",TX,"Houston-Pasadena-The Woodlands, TX",E,0.29605,2198.0,29.76328,-95.36327
"El Lago, TX",TX,"Houston-Pasadena-The Woodlands, TX",,,,29.76328,-95.36327
"Jacinto City, TX",TX,"Houston-Pasadena-The Woodlands, TX",,,,29.76328,-95.36327
"Cloverleaf, TX",TX,"Houston-Pasadena-The Woodlands, TX",,,,29.77828,-95.17188
"Brookshire, TX",TX,"Houston-Pasadena-The Woodlands, TX",E,0.31865,2144.0,29.76328,-95.36327
"Hardin, TX",TX,"Houston-Pasadena-The Woodlands, TX",,,,29.76328,-95.36327
"Webster, TX",TX,"Houston-Pasadena-The Woodlands, TX",E,0.28405,2243.0,29.76328,-95.36327
"Taylor Lake Village, TX",TX,"Houston-Pasadena-The Woodlands, TX",,,,29.76328,-95.36327
"Dayton Lakes, TX",TX,"Houston-Pasadena-The Woodlands, TX",,,,29.76328,-95.36327
"Woodloch, TX",TX,"Houston-Pasadena-The Woodlands, TX",E,0.28475,2240.0,29.76328,-95.36327
"Friendswood, TX",TX,"Houston-Pasadena-The Woodlands, TX",E,0.28675,2232.0,29.5294,-95.20104
"Stafford, TX",TX,"Houston-Pasadena-The Woodlands, TX",E,0.3235499999999999,2129.0,29.61607,-95.55772
"The Woodlands, TX",TX,"Houston-Pasadena-The Woodlands, TX",E,0.3019,2182.0,30.15799,-95.48938
"Pearland, TX",TX,"Houston-Pasadena-The Woodlands, TX",E,0.29155,2217.0,29.56357,-95.28605
"Panorama Village, TX",TX,"Houston-Pasadena-The Woodlands, TX",E,0.24985,2312.0,29.76328,-95.36327
"Katy, TX",TX,"Houston-Pasadena-The Woodlands, TX",E,0.3492499999999999,2054.0,29.78579,-95.8244
"Fresno, TX",TX,"Houston-Pasadena-The Woodlands, TX",,,,29.53885,-95.44744
"Nassau Bay, TX",TX,"Houston-Pasadena-The Woodlands, TX",E,0.28495,2239.0,29.76328,-95.36327
"Arcola, TX",TX,"Houston-Pasadena-The Woodlands, TX",E,0.3641,2013.0,29.76328,-95.36327
"Tomball, TX",TX,"Houston-Pasadena-The Woodlands, TX",E,0.27255,2268.0,29.76328,-95.36327
"Brookside Village, TX",TX,"Houston-Pasadena-The Woodlands, TX",E,0.295,2203.0,29.76328,-95.36327
"Missouri City, TX",TX,"Houston-Pasadena-The Woodlands, TX",E,0.31085,2164.0,29.61857,-95.53772
"Clear Lake Shores, TX",TX,"Houston-Pasadena-The Woodlands, TX",E,0.29765,2195.0,29.76328,-95.36327
"Kemah, TX",TX,"Houston-Pasadena-The Woodlands, TX",,,,29.76328,-95.36327
"Weston Lakes, TX",TX,"Houston-Pasadena-The Woodlands, TX",,,,29.76328,-95.36327
"Seabrook, TX",TX,"Houston-Pasadena-The Woodlands, TX",,,,29.76328,-95.36327
"Iowa Colony, TX",TX,"Houston-Pasadena-The Woodlands, TX",E,0.303,2180.0,29.76328,-95.36327
"Atascocita, TX",TX,"Houston-Pasadena-The Woodlands, TX",E,0.29585,2199.0,29.99883,-95.1766
"Thompsons, TX",TX,"Houston-Pasadena-The Woodlands, TX",,,,29.76328,-95.36327
"Woodbranch, TX",TX,"Houston-Pasadena-The Woodlands, TX",,,,29.76328,-95.36327
"Aldine, TX",TX,"Houston-Pasadena-The Woodlands, TX",,,,29.93245,-95.38021
"Deer Park, TX",TX,"Houston-Pasadena-The Woodlands, TX",E,0.26785,2278.0,29.70523,-95.12382
"Conroe, TX",TX,"Houston-Pasadena-The Woodlands, TX",E,0.2483,2314.0,30.31188,-95.45605
"Bayou Vista, TX",TX,"Houston-Pasadena-The Woodlands, TX",,,,29.76328,-95.36327
"Texas City, TX",TX,"Houston-Pasadena-The Woodlands, TX",,,,29.38385,-94.9027
"Spring, TX",TX,"Houston-Pasadena-The Woodlands, TX",E,0.2785,2260.0,30.07994,-95.41716
"Pasadena, TX",TX,"Houston-Pasadena-The Woodlands, TX",E,0.31445,2157.0,29.69106,-95.2091
"La Porte, TX",TX,"Houston-Pasadena-The Woodlands, TX",E,0.29545,2200.0,29.66578,-95.01937
"Fulshear, TX",TX,"Houston-Pasadena-The Woodlands, TX",E,0.3421,2075.0,29.76328,-95.36327
"South Houston, TX",TX,"Houston-Pasadena-The Woodlands, TX",E,0.3004,2187.0,29.66301,-95.23549
"Patton Village, TX",TX,"Houston-Pasadena-The Woodlands, TX",,,,29.76328,-95.36327
"Galena Park, TX",TX,"Houston-Pasadena-The Woodlands, TX",,,,29.76328,-95.36327
"Jersey Village, TX",TX,"Houston-Pasadena-The Woodlands, TX",E,0.29775,2194.0,29.76328,-95.36327
"Roman Forest, TX",TX,"Houston-Pasadena-The Woodlands, TX",,,,29.76328,-95.36327
"Shoreacres, TX",TX,"Houston-Pasadena-The Woodlands, TX",,,,29.76328,-95.36327
"Baytown, TX",TX,"Houston-Pasadena-The Woodlands, TX",,,,29.7355,-94.97743
"Highlands, TX",TX,"Houston-Pasadena-The Woodlands, TX",,,,29.76328,-95.36327
"Simonton, TX",TX,"Houston-Pasadena-The Woodlands, TX",,,,29.76328,-95.36327
"Holiday Lakes, TX",TX,"Houston-Pasadena-The Woodlands, TX",,,,29.76328,-95.36327
"Wallis, TX",TX,"Houston-Pasadena-The Woodlands, TX",,,,29.76328,-95.36327
"Orchard, TX",TX,"Houston-Pasadena-The Woodlands, TX",,,,29.76328,-95.36327
"Freeport, TX",TX,"Houston-Pasadena-The Woodlands, TX",,,,29.76328,-95.36327
"Industry, TX",TX,"Houston-Pasadena-The Woodlands, TX",,,,29.76328,-95.36327
"Liberty, TX",TX,"Houston-Pasadena-The Woodlands, TX",,,,29.76328,-95.36327
"Quintana, TX",TX,"Houston-Pasadena-The Woodlands, TX",,,,29.76328,-95.36327
"Pattison, TX",TX,"Houston-Pasadena-The Woodlands, TX",,,,29.76328,-95.36327
"Needville, TX",TX,"Houston-Pasadena-The Woodlands, TX",,,,29.76328,-95.36327
"Surfside Beach, TX",TX,"Houston-Pasadena-The Woodlands, TX",,,,29.76328,-95.36327
"Sweeny, TX",TX,"Houston-Pasadena-The Woodlands, TX",,,,29.76328,-95.36327
"Stowell, TX",TX,"Houston-Pasadena-The Woodlands, TX",,,,29.76328,-95.36327
"Winnie, TX",TX,"Houston-Pasadena-The Woodlands, TX",,,,29.76328,-95.36327
"Beach City, TX",TX,"Houston-Pasadena-The Woodlands, TX",,,,29.76328,-95.36327
"Damon, TX",TX,"Houston-Pasadena-The Woodlands, TX",,,,29.76328,-95.36327
"Liverpool, TX",TX,"Houston-Pasadena-The Woodlands, TX",,,,29.76328,-95.36327
"Beasley, TX",TX,"Houston-Pasadena-The Woodlands, TX",,,,29.76328,-95.36327
"Devers, TX",TX,"Houston-Pasadena-The Woodlands, TX",,,,29.76328,-95.36327
"Daisetta, TX",TX,"Houston-Pasadena-The Woodlands, TX",,,,29.76328,-95.36327
"Hull, TX",TX,"Houston-Pasadena-The Woodlands, TX",,,,29.76328,-95.36327
"Kendleton, TX",TX,"Houston-Pasadena-The Woodlands, TX",,,,29.76328,-95.36327
"Liberty City, TX",TX,"Houston-Pasadena-The Woodlands, TX",,,,29.76328,-95.36327
"Fairchilds, TX",TX,"Houston-Pasadena-The Woodlands, TX",,,,29.76328,-95.36327
"Kenefick, TX",TX,"Houston-Pasadena-The Woodlands, TX",,,,29.76328,-95.36327
"Evergreen, TX",TX,"Houston-Pasadena-The Woodlands, TX",,,,29.76328,-95.36327
"Shelbyville, IN",IN,"Indianapolis-Carmel-Greenwood, IN",,,,39.52144,-85.77692
"Russellville, IN",IN,"Indianapolis-Carmel-Greenwood, IN",,,,39.76838,-86.15804
"Whitestown, IN",IN,"Indianapolis-Carmel-Greenwood, IN",C,0.5273,1117.0,39.76838,-86.15804
"Westfield, IN",IN,"Indianapolis-Carmel-Greenwood, IN",C,0.5239499999999999,1144.0,40.04282,-86.12749
"Carmel, IN",IN,"Indianapolis-Carmel-Greenwood, IN",,,,39.97837,-86.11804
"Fortville, IN",IN,"Indianapolis-Carmel-Greenwood, IN",,,,39.76838,-86.15804
"Mooresville, IN",IN,"Indianapolis-Carmel-Greenwood, IN",,,,39.76838,-86.15804
"McCordsville, IN",IN,"Indianapolis-Carmel-Greenwood, IN",C,0.4775,1515.0,39.76838,-86.15804
"New Whiteland, IN",IN,"Indianapolis-Carmel-Greenwood, IN",,,,39.76838,-86.15804
"Whiteland, IN",IN,"Indianapolis-Carmel-Greenwood, IN",,,,39.76838,-86.15804
"Greencastle, IN",IN,"Indianapolis-Carmel-Greenwood, IN",,,,39.76838,-86.15804
"Fishers, IN",IN,"Indianapolis-Carmel-Greenwood, IN",,,,39.95559,-86.01387
"Coatesville, IN",IN,"Indianapolis-Carmel-Greenwood, IN",,,,39.76838,-86.15804
"Bainbridge, IN",IN,"Indianapolis-Carmel-Greenwood, IN",,,,39.76838,-86.15804
"Danville, IN",IN,"Indianapolis-Carmel-Greenwood, IN",D,0.37925,1960.0,39.76838,-86.15804
"Greenwood, IN",IN,"Indianapolis-Carmel-Greenwood, IN",C,0.4781499999999999,1510.0,39.61366,-86.10665
"Zionsville, IN",IN,"Indianapolis-Carmel-Greenwood, IN",D,0.44515,1687.0,39.95087,-86.26194
"Southport, IN",IN,"Indianapolis-Carmel-Greenwood, IN",D,0.43265,1741.0,39.76838,-86.15804
"Homecroft, IN",IN,"Indianapolis-Carmel-Greenwood, IN",D,0.4307999999999999,1753.0,39.76838,-86.15804
"Noblesville, IN",IN,"Indianapolis-Carmel-Greenwood, IN",,,,40.04559,-86.0086
"Brownsburg, IN",IN,"Indianapolis-Carmel-Greenwood, IN",D,0.40985,1844.0,39.84338,-86.39777
"Pittsboro, IN",IN,"Indianapolis-Carmel-Greenwood, IN",D,0.39635,1900.0,39.76838,-86.15804
